FPS,AVG_FPS,Flachhänger,left_x,top_y,width,height
15.8,15.4,100%,563,448,487,221
15.8,15.4,100%,565,449,488,218
15.8,15.4,100%,566,448,483,218
15.8,15.4,100%,564,449,486,219
15.8,15.4,100%,560,450,492,219
15.8,15.4,100%,558,449,493,218
15.8,15.4,100%,560,449,490,220
15.8,15.4,100%,561,449,489,222
15.8,15.4,100%,563,449,486,223
15.8,15.4,100%,564,450,487,220
15.8,15.4,100%,565,450,485,223
15.8,15.4,100%,563,450,489,223
15.8,15.4,100%,564,449,486,220
15.8,15.4,100%,566,450,483,220
15.7,15.4,100%,569,449,478,224
15.8,15.4,100%,571,449,477,222
15.8,15.4,100%,569,450,478,223
15.8,15.4,100%,568,451,481,219
15.8,15.4,100%,569,451,479,219
15.8,15.8,100%,568,451,481,219
15.8,15.8,100%,570,451,477,222
15.8,15.8,100%,571,450,477,223
15.8,15.8,100%,572,450,473,224
15.8,15.8,100%,570,450,475,224
15.8,15.8,100%,567,450,479,223
15.8,15.8,100%,569,451,477,223
15.8,15.8,100%,571,450,474,225
15.8,15.8,100%,569,452,475,221
15.8,15.8,100%,570,452,474,220
15.8,15.8,100%,569,453,477,220
15.8,15.8,100%,570,452,474,219
15.8,15.8,100%,571,453,471,216
15.8,15.8,100%,569,452,475,220
15.8,15.8,100%,569,451,473,223
15.8,15.8,100%,572,450,472,222
15.8,15.8,100%,569,451,473,220
15.8,15.8,100%,570,450,474,222
15.8,15.8,100%,571,450,475,223
15.8,15.8,100%,574,451,472,221
15.8,15.8,100%,570,452,474,217
15.7,15.8,100%,567,451,481,219
15.8,15.8,100%,566,450,481,221
15.8,15.8,100%,569,451,478,220
15.8,15.8,100%,569,451,480,219
15.8,15.8,100%,568,451,483,219
15.8,15.8,100%,566,451,485,220
15.8,15.8,100%,570,450,476,224
15.8,15.8,100%,569,450,480,220
15.8,15.8,100%,570,452,480,218
15.8,15.8,100%,571,451,479,218
15.8,15.8,100%,570,451,480,219
15.8,15.8,100%,572,453,479,215
15.8,15.8,100%,571,451,480,217
15.8,15.8,100%,574,448,475,219
15.7,15.8,100%,571,448,479,221
15.7,15.8,100%,570,449,482,220
15.6,15.8,100%,572,449,477,216
15.6,15.8,100%,572,449,476,217
15.5,15.8,100%,572,448,476,218
15.5,15.8,100%,571,448,475,218
15.4,15.8,100%,571,448,477,218
15.5,15.8,100%,571,448,475,221
15.5,15.8,100%,569,447,479,219
15.6,15.8,100%,570,447,478,220
15.6,15.8,100%,570,446,480,222
15.6,15.8,100%,572,446,476,220
15.6,15.8,100%,570,447,479,221
15.6,15.7,100%,570,446,479,220
15.6,15.7,100%,569,446,477,220
15.7,15.7,100%,570,446,477,223
15.7,15.7,100%,570,446,477,223
15.6,15.7,100%,569,447,479,220
15.6,15.7,100%,571,447,477,220
15.6,15.7,100%,572,448,474,218
15.6,15.7,100%,570,447,479,219
15.5,15.7,100%,571,447,475,219
15.5,15.7,100%,569,448,479,220
15.3,15.7,100%,571,447,476,221
15.2,15.7,100%,570,448,475,219
15.2,15.7,100%,570,447,474,222
15.1,15.7,100%,570,446,474,224
15.0,15.7,100%,572,444,474,227
15.1,15.7,100%,571,447,475,218
15.2,15.7,100%,572,447,477,220
15.1,15.7,100%,570,448,478,221
15.2,15.7,100%,573,448,474,216
15.2,15.7,100%,573,448,474,222
15.2,15.7,100%,573,446,474,221
15.3,15.7,100%,573,448,477,219
15.3,15.7,100%,576,447,471,221
15.4,15.7,100%,574,451,474,218
15.4,15.7,100%,575,452,473,217
15.4,15.7,100%,574,450,472,219
15.5,15.7,100%,573,451,472,222
15.5,15.7,100%,574,450,469,223
15.5,15.7,100%,575,449,471,222
15.6,15.7,100%,575,450,470,221
15.6,15.7,100%,575,450,470,220
15.6,15.7,100%,576,450,469,223
15.7,15.7,100%,573,452,473,219
15.7,15.7,100%,572,453,474,218
15.6,15.7,100%,572,453,475,220
15.6,15.7,100%,572,455,474,218
15.7,15.7,100%,573,454,473,218
15.5,15.7,100%,571,455,476,218
15.4,15.7,100%,571,454,476,217
15.2,15.7,100%,573,453,473,219
15.2,15.7,100%,574,454,471,219
15.3,15.7,100%,572,455,472,219
15.2,15.7,100%,573,455,469,217
15.3,15.7,100%,574,456,468,215
15.2,15.7,100%,572,454,471,222
15.3,15.7,100%,571,455,472,224
15.3,15.3,100%,570,455,471,217
15.4,15.3,100%,571,456,472,218
15.4,15.3,100%,572,456,472,217
15.5,15.3,100%,571,455,474,219
15.5,15.3,100%,573,454,470,219
15.5,15.3,100%,575,454,469,219
15.6,15.3,100%,572,453,473,221
15.6,15.3,100%,575,453,471,219
15.6,15.3,100%,573,454,471,221
15.7,15.3,100%,572,455,474,216
15.6,15.3,100%,571,455,473,217
15.7,15.3,100%,573,455,472,217
15.7,15.3,100%,572,455,472,219
15.7,15.3,100%,575,454,467,217
15.6,15.3,100%,572,454,469,217
15.6,15.3,100%,573,454,466,216
15.5,15.3,100%,572,453,468,219
15.5,15.3,100%,571,453,469,217
15.4,15.3,100%,570,452,470,221
15.5,15.3,100%,573,454,468,221
15.4,15.3,100%,573,455,467,214
15.5,15.3,100%,572,455,468,214
15.4,15.3,100%,572,456,469,213
15.5,15.3,100%,572,455,469,215
15.5,15.3,100%,573,455,470,215
15.5,15.3,100%,572,456,472,212
15.5,15.3,100%,573,454,473,215
15.6,15.3,100%,571,454,474,212
15.6,15.3,100%,571,454,471,212
15.6,15.3,100%,571,452,475,216
15.6,15.3,100%,571,451,474,218
15.6,15.3,100%,570,451,472,216
15.7,15.3,100%,570,451,473,216
15.7,15.3,100%,570,450,474,217
15.7,15.3,100%,569,452,474,214
15.8,15.3,100%,572,452,472,216
15.8,15.3,100%,573,452,469,213
15.7,15.3,100%,573,452,469,213
15.7,15.3,100%,572,450,471,214
15.7,15.3,100%,571,447,468,219
15.7,15.3,100%,569,449,472,214
15.6,15.3,100%,568,450,473,213
15.4,15.3,100%,567,448,476,214
15.4,15.3,100%,571,446,467,217
15.4,15.3,100%,568,446,474,214
15.3,15.3,100%,569,446,474,213
15.2,15.3,100%,569,447,473,210
15.3,15.5,100%,567,447,478,211
15.4,15.5,100%,568,447,475,214
15.4,15.5,100%,568,447,475,215
15.4,15.5,100%,571,445,470,217
15.5,15.5,100%,570,445,469,218
15.5,15.5,100%,567,446,475,215
15.6,15.5,100%,569,447,473,214
15.6,15.5,100%,566,451,478,207
15.6,15.5,100%,569,451,473,210
15.7,15.5,100%,569,451,474,213
15.7,15.5,100%,569,449,476,213
15.7,15.5,100%,569,448,472,216
15.7,15.5,100%,568,450,476,213
15.7,15.5,100%,569,449,472,215
15.7,15.5,100%,570,450,468,214
15.8,15.5,100%,569,450,470,215
15.8,15.5,100%,569,451,472,212
15.8,15.5,100%,571,450,471,212
15.8,15.5,100%,571,451,472,212
15.8,15.5,100%,570,451,472,213
15.8,15.5,100%,570,450,473,217
15.8,15.5,100%,568,450,472,216
15.5,15.5,100%,568,451,473,215
15.2,15.5,100%,569,449,470,220
14.9,15.5,100%,567,451,472,217
14.6,15.5,100%,568,451,472,218
14.5,15.5,100%,569,452,468,218
14.3,15.5,100%,567,452,472,220
14.2,15.5,100%,567,453,473,216
14.0,15.5,100%,566,453,476,214
13.9,15.5,100%,566,453,473,215
13.8,15.5,100%,565,453,477,215
13.7,15.5,100%,565,453,477,217
13.7,15.5,100%,566,453,474,220
13.6,15.5,100%,563,454,478,222
13.4,15.5,100%,567,456,474,218
12.8,15.5,100%,567,457,477,213
12.6,15.5,100%,568,454,473,218
12.1,15.5,100%,566,453,476,219
11.6,15.5,100%,567,454,474,220
11.6,13.3,100%,565,457,478,214
11.3,13.3,100%,566,456,475,217
11.1,13.3,100%,568,454,474,216
11.0,13.3,100%,565,455,475,220
10.8,13.3,100%,564,456,476,216
10.7,13.3,100%,560,455,480,220
10.6,13.3,100%,560,454,479,221
10.5,13.3,100%,556,457,481,217
10.4,13.3,100%,562,455,474,218
10.3,13.3,100%,563,455,472,217
10.2,13.3,100%,563,455,473,217
10.1,13.3,100%,565,455,471,216
10.1,13.3,100%,563,455,473,217
10.0,13.3,100%,564,451,470,222
10.0,13.3,100%,561,452,481,218
9.9,13.3,100%,562,451,480,218
9.9,13.3,100%,563,453,478,216
9.9,13.3,99%,567,449,467,219
9.8,13.3,100%,563,451,475,213
9.8,13.3,100%,564,449,476,218
9.8,13.3,100%,563,449,476,217
9.8,13.3,100%,562,448,475,218
9.7,13.3,100%,564,446,474,222
9.7,13.3,100%,563,447,476,221
9.6,13.3,100%,561,448,476,223
9.7,13.3,100%,563,446,474,223
9.6,13.3,100%,559,448,479,222
9.6,13.3,100%,558,449,484,219
9.6,13.3,100%,555,452,485,215
9.6,9.5,100%,558,450,482,219
9.5,9.5,100%,560,450,479,218
9.5,9.5,100%,561,451,478,219
9.5,9.5,100%,559,449,480,219
9.5,9.5,100%,560,449,477,219
9.5,9.5,100%,556,449,485,220
9.4,9.5,100%,559,449,481,223
9.5,9.5,100%,559,450,482,219
9.5,9.5,100%,561,450,480,216
9.5,9.5,100%,561,447,477,222
9.5,9.5,100%,557,445,483,222
9.5,9.5,100%,561,445,477,220
9.5,9.5,100%,560,445,478,226
9.5,9.5,100%,561,446,475,222
9.5,9.5,100%,564,445,474,226
9.5,9.5,100%,564,444,474,225
9.5,9.5,100%,559,448,477,219
9.5,9.5,100%,562,448,475,219
9.4,9.5,100%,559,448,477,218
9.5,9.5,100%,559,445,478,225
9.5,9.5,100%,561,447,478,223
9.5,9.5,100%,562,448,476,222
9.4,9.5,100%,561,446,476,222
9.5,9.5,100%,561,445,478,221
9.4,9.5,100%,563,447,471,222
9.3,9.5,100%,560,446,475,225
9.4,9.5,100%,561,444,476,226
9.4,9.5,100%,562,443,473,227
9.3,9.5,100%,562,441,477,226
9.4,9.4,100%,561,442,475,229
9.4,9.4,100%,560,442,473,226
9.4,9.4,100%,561,444,472,224
9.4,9.4,100%,561,442,476,230
9.4,9.4,100%,560,443,475,226
9.4,9.4,100%,557,445,478,227
9.4,9.4,100%,560,445,478,222
9.4,9.4,100%,563,444,471,223
9.4,9.4,100%,561,443,476,226
9.4,9.4,100%,560,445,477,227
9.4,9.4,100%,560,446,474,224
9.4,9.4,100%,561,445,474,224
9.4,9.4,100%,561,445,472,220
9.4,9.4,100%,562,446,471,222
9.4,9.4,100%,562,446,474,224
9.3,9.4,100%,562,448,477,221
9.4,9.4,100%,560,449,481,217
9.4,9.4,100%,563,452,477,216
9.4,9.4,100%,565,452,473,216
9.4,9.4,100%,567,451,471,219
9.4,9.4,100%,566,451,473,220
9.5,9.4,100%,566,451,473,221
9.4,9.4,100%,569,451,469,223
9.5,9.4,100%,569,452,470,219
9.5,9.4,100%,567,451,472,221
9.5,9.4,100%,567,451,472,218
9.5,9.4,100%,569,451,469,219
9.5,9.4,100%,569,452,470,217
9.5,9.4,100%,569,452,471,220
9.5,9.4,100%,568,452,474,217
9.5,9.4,100%,569,451,472,222
9.5,9.4,100%,567,452,475,219
9.5,9.4,100%,569,453,473,217
9.5,9.4,100%,570,455,470,216
9.5,9.4,100%,570,453,470,220
9.6,9.4,100%,572,452,469,221
9.5,9.4,100%,573,454,468,219
9.5,9.4,100%,572,453,471,220
9.5,9.4,100%,571,455,476,216
9.6,9.4,100%,571,455,473,218
9.5,9.4,100%,570,453,475,217
9.5,9.4,100%,571,450,474,222
9.5,9.4,100%,571,450,471,220
9.5,9.4,100%,571,451,471,224
9.4,9.4,100%,573,449,473,223
9.4,9.4,100%,571,447,475,224
9.5,9.4,100%,573,447,471,224
9.4,9.4,100%,573,448,472,221
9.4,9.4,100%,573,447,469,224
9.5,9.4,100%,571,449,473,223
9.4,9.4,100%,572,450,473,223
9.4,9.4,100%,571,452,475,217
9.4,9.4,100%,571,451,471,223
9.5,9.4,100%,571,451,472,222
9.5,9.4,100%,569,451,476,221
9.5,9.4,100%,570,450,475,227
9.4,9.4,100%,572,449,476,222
9.5,9.4,100%,572,448,476,222
9.5,9.4,100%,572,446,475,221
9.5,9.4,100%,571,449,476,219
9.5,9.4,100%,571,448,477,218
9.5,9.4,100%,572,449,475,217
9.4,9.4,100%,570,448,477,219
9.5,9.4,100%,571,447,477,220
9.5,9.4,100%,574,448,473,219
9.4,9.4,100%,575,447,473,220
9.5,9.4,100%,576,448,471,220
9.5,9.4,100%,575,448,473,219
9.5,9.4,100%,574,447,472,220
9.5,9.4,100%,572,447,475,223
9.5,9.4,100%,575,447,473,219
9.5,9.4,100%,577,448,471,217
9.5,9.4,100%,576,446,474,222
9.5,9.4,100%,574,446,474,223
9.5,9.4,100%,571,448,477,218
9.5,9.4,100%,573,448,475,220
9.5,9.4,100%,573,449,474,221
9.5,9.4,100%,570,450,482,220
9.5,9.4,100%,573,448,478,222
9.5,9.4,100%,577,449,472,221
9.4,9.4,100%,575,450,476,221
9.5,9.4,100%,573,449,478,226
9.5,9.4,100%,575,451,477,222
9.4,9.4,100%,578,452,476,221
9.5,9.4,100%,579,452,474,221
9.4,9.4,100%,580,453,473,222
9.5,9.4,100%,581,454,474,218
9.4,9.4,100%,582,454,473,216
9.4,9.4,100%,582,453,472,217
9.4,9.4,100%,583,454,471,215
9.5,9.4,100%,584,454,470,216
9.5,9.4,100%,585,453,470,215
9.5,9.4,100%,583,455,472,215
9.5,9.4,100%,585,452,469,219
9.5,9.4,100%,587,452,469,222
9.4,9.4,100%,589,454,467,217
9.5,9.4,100%,589,453,464,217
9.5,9.4,100%,587,453,467,218
9.5,9.4,100%,583,453,473,220
9.5,9.4,100%,584,454,472,217
9.5,9.4,100%,584,454,471,218
9.5,9.4,100%,586,453,475,215
9.5,9.4,100%,587,453,471,214
9.5,9.4,100%,587,454,471,210
9.5,9.4,100%,588,455,469,213
9.6,9.4,100%,587,455,467,215
9.6,9.4,100%,588,455,469,214
9.6,9.4,100%,587,457,472,209
9.6,9.4,100%,590,456,467,213
9.6,9.4,100%,594,459,464,207
9.5,9.4,100%,596,457,464,210
9.6,9.4,100%,593,456,473,208
9.5,9.4,100%,591,454,475,212
9.5,9.4,100%,592,455,474,213
9.5,9.4,100%,591,454,474,214
9.5,9.4,100%,593,454,471,214
9.5,9.5,100%,595,455,473,214
9.6,9.5,100%,593,457,473,213
9.5,9.5,100%,592,458,475,211
9.6,9.5,100%,593,461,473,208
9.6,9.5,100%,594,459,473,208
9.6,9.5,100%,593,461,479,205
9.5,9.5,100%,595,457,474,211
9.4,9.5,100%,592,460,481,209
9.5,9.5,100%,594,457,481,210
9.4,9.5,100%,592,457,482,210
9.4,9.5,100%,594,457,477,210
9.5,9.5,100%,602,456,462,215
9.3,9.5,100%,595,460,483,210
9.5,9.5,100%,597,456,482,210
9.5,9.5,100%,597,455,485,211
9.5,9.5,100%,609,448,460,226
9.5,9.5,100%,599,449,483,218
9.4,9.5,100%,610,446,466,226
9.4,9.5,100%,603,453,477,215
9.4,9.5,100%,604,451,483,215
9.4,9.5,100%,606,448,483,219
9.4,9.5,100%,608,450,480,220
9.5,9.5,100%,609,451,482,219
9.4,9.5,100%,614,448,481,221
9.4,9.5,100%,609,448,484,222
9.4,9.5,100%,614,446,482,224
9.4,9.5,100%,619,444,475,224
9.4,9.5,100%,618,448,475,228
9.4,9.5,100%,621,447,476,220
9.5,9.4,100%,620,447,475,225
9.4,9.4,100%,624,448,472,224
9.5,9.4,100%,626,448,469,222
9.5,9.4,100%,629,448,471,223
9.5,9.4,100%,632,445,467,225
9.4,9.4,100%,629,448,475,222
9.5,9.4,100%,632,447,471,225
9.5,9.4,100%,635,449,466,227
9.5,9.4,100%,630,450,490,227
9.5,9.4,100%,632,444,488,232
9.5,9.4,100%,635,445,483,239
9.5,9.4,100%,638,443,482,235
9.4,9.4,100%,642,443,480,240
9.5,9.4,100%,647,438,474,244
9.5,9.4,100%,646,440,478,238
9.5,9.4,100%,650,440,477,240
9.5,9.4,100%,652,442,473,239
9.5,9.4,100%,651,440,479,235
9.5,9.4,100%,653,442,477,237
9.5,9.4,100%,655,439,477,237
9.5,9.4,100%,656,439,482,243
9.5,9.4,100%,661,441,484,234
9.5,9.4,100%,662,443,488,230
9.5,9.4,100%,662,442,494,226
9.6,9.4,100%,668,438,487,229
9.6,9.4,100%,670,441,487,231
9.6,9.4,100%,671,435,485,237
9.6,9.4,100%,674,432,482,238
9.6,9.4,100%,680,424,478,243
9.6,9.6,100%,682,429,477,246
9.7,9.6,100%,685,430,477,248
9.6,9.6,100%,689,431,474,242
9.7,9.6,100%,693,429,471,249
9.6,9.6,100%,696,434,469,241
9.6,9.6,100%,693,427,477,251
9.6,9.6,100%,698,433,471,251
9.5,9.6,100%,703,429,468,260
9.6,9.6,100%,701,429,470,263
9.5,9.6,100%,703,431,470,261
9.6,9.6,100%,708,433,465,263
9.5,9.6,100%,706,431,468,269
9.5,9.6,100%,708,436,468,264
9.4,9.6,100%,707,434,473,257
9.5,9.6,100%,710,435,469,268
9.5,9.6,100%,713,429,470,281
9.5,9.6,100%,707,432,479,279
9.6,9.6,100%,711,429,477,286
9.5,9.6,100%,717,425,475,278
9.6,9.6,100%,722,425,468,275
9.6,9.6,100%,723,423,468,264
9.5,9.6,100%,725,423,463,271
9.6,9.6,100%,722,421,474,288
9.4,9.6,100%,727,422,473,279
9.4,9.6,100%,725,422,475,277
9.4,9.6,100%,732,422,467,276
9.3,9.6,100%,737,421,462,276
9.5,9.6,100%,730,423,474,276
9.5,9.6,100%,733,420,470,281
9.4,9.4,100%,736,420,468,280
9.4,9.4,100%,737,417,470,286
9.5,9.4,100%,738,419,469,284
9.4,9.4,100%,738,418,473,289
9.5,9.4,100%,738,420,470,289
9.5,9.4,100%,742,423,464,286
9.5,9.4,100%,736,425,473,292
9.5,9.4,100%,739,424,470,313
9.5,9.4,100%,737,422,477,311
9.6,9.4,100%,737,428,474,297
9.6,9.4,100%,736,428,472,296
9.6,9.4,100%,738,424,475,294
9.6,9.4,100%,741,434,473,289
9.6,9.4,100%,742,433,471,286
9.6,9.4,100%,746,429,473,280
9.6,9.4,100%,746,435,473,281
9.6,9.4,100%,748,430,479,281
9.7,9.4,100%,749,433,482,278
9.7,9.4,100%,748,436,482,276
9.6,9.4,100%,752,437,477,277
9.6,9.4,99%,754,435,475,273
9.6,9.4,99%,753,437,476,273
9.6,9.4,100%,753,442,473,264
9.6,9.4,99%,756,446,469,261
9.7,9.4,99%,758,442,467,265
9.7,9.4,99%,755,444,472,262
9.7,9.4,99%,756,444,475,268
9.7,9.4,98%,768,442,466,270
9.7,9.4,98%,769,446,466,262
9.7,9.4,99%,769,444,469,263
9.7,9.7,98%,765,445,472,266
9.7,9.7,98%,771,442,463,270
9.7,9.7,98%,773,441,462,264
9.6,9.7,98%,773,442,463,266
9.7,9.7,96%,771,434,471,277
9.7,9.7,96%,772,442,467,274
9.7,9.7,97%,773,445,464,273
9.7,9.7,98%,772,447,464,264
9.7,9.7,98%,773,445,463,269
9.7,9.7,99%,770,445,470,268
9.7,9.7,98%,771,446,464,269
9.7,9.7,98%,774,447,457,272
